"","sample","tissue","endometriosis","severity","X1007_s_at","X1552257_a_at","X1552302_at","X1552370_at","X1552474_a_at","X1552486_s_at","X1552667_a_at","X1552719_at","X1552889_a_at","X1552930_at","X1552978_a_at","X1553275_s_at","X1553286_at","X1553647_at","X1553677_a_at","X1553689_s_at","X1553694_a_at","X1553695_a_at","X1553696_s_at","X1553703_at","X1553749_at","X1553858_at","X1553956_at","X1553960_at","X1553961_s_at","X1553962_s_at","X1553968_a_at","X1553989_a_at","X1554076_s_at","X1554077_a_at","X1554145_a_at","X1554154_at","X1554167_a_at","X1554171_at","X1554202_x_at","X1554241_at","X1554260_a_at","X1554316_at","X1554455_at","X1554470_s_at","X1554480_a_at","X1554588_a_at","X1554769_at","X1554868_s_at","X1554915_a_at","X1555201_a_at","X1555243_x_at","X1555259_at","X1555310_a_at","X1555311_at","X1555501_s_at","X1555600_s_at","X1555735_a_at","X1555758_a_at","X1555759_a_at","X1555781_at","X1555812_a_at","X1555831_s_at","X1555848_at","X1555868_at","X1555874_x_at","X1555878_at","X1555962_at","X1556116_s_at","X1556308_at","X1556345_s_at","X1556385_at","X1556590_s_at","X1557053_s_at","X1557066_at","X1557067_s_at","X1557073_s_at","X1557116_at","X1557240_a_at","X1557350_at","X1557411_s_at","X1557419_a_at","X1557433_at","X1557551_at","X1557828_a_at","X1558142_at","X1558173_a_at","X1558214_s_at","X1558250_s_at","X1558281_a_at","X1558407_at","X1558410_s_at","X1558605_at","X1558693_s_at","X1559437_at","X1559663_at"
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.71709,10.143708,7.621216,3.339611,8.587988,3.175279,6.6068,4.543668,7.71599,9.24065,2.631951,3.831234,2.877983,3.597094,5.951759,5.460703,2.519377,7.82568,4.277269,7.582001,4.326979,8.654321,4.879641,10.048328,9.901685,5.958287,7.310098,6.066935,4.983497,7.44439,2.785698,2.779739,5.166556,8.379972,6.008902,7.345317,4.758763,7.272474,7.16768,3.418042,5.660039,4.778594,9.992913,6.231787,3.939234,3.024519,7.840805,4.678931,8.58413,4.359163,2.830181,3.855901,8.343792,4.783983,10.372612,7.193298,6.895595,10.340755,4.975025,5.49517,8.600599,5.009147,6.952615,6.934526,7.65598,4.469683,10.054619,4.9954,8.726495,3.137589,4.894981,3.783031,5.125618,4.679088,4.395221,4.241015,5.086238,6.32952,7.63937,5.638136,9.2996,4.257314,2.236067,3.039139,10.065542,7.110074,4.064013,8.675669,9.834324,3.58299,5.154274
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.334926,10.193039,5.795815,2.797493,9.328328,3.133903,5.637525,4.543668,9.010773,10.550054,2.631951,2.941232,4.590094,3.610457,7.194955,3.81724,2.619003,6.283945,4.156258,7.539651,3.71326,8.834773,5.233239,9.478169,9.647013,4.777262,7.689027,4.94659,4.14412,8.223864,2.717759,2.700171,5.613102,7.938983,4.8779,7.130396,4.971431,7.671164,5.651931,3.676899,6.312543,4.585717,9.013352,5.899589,3.103553,2.391447,6.57276,3.892369,8.043629,3.483665,5.060928,4.235145,7.490732,6.365651,7.602782,7.560007,7.581802,9.572739,4.975025,6.873719,8.580377,2.872276,6.516061,5.463836,8.992129,4.651168,7.016927,4.113593,8.451746,4.027506,2.982528,3.164021,4.964004,3.586191,3.805825,3.668179,5.107014,5.08016,6.504359,5.428418,8.953668,6.653041,2.236067,3.615898,7.104125,7.400647,4.568786,7.543015,10.997283,3.747481,4.1048
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.747017,9.718862,6.354979,5.543083,7.532058,3.562309,6.221116,4.543668,7.398526,8.07679,4.583054,4.546169,4.988634,3.073241,6.507382,5.528757,3.326727,6.671158,4.769203,8.203906,5.198055,7.116117,6.349575,8.623431,8.626223,8.615558,5.87215,6.295623,3.712765,6.41434,3.233092,2.520914,8.123988,6.811808,4.364965,7.98327,4.758763,5.646516,5.265375,4.65108,8.264913,5.600802,8.552122,10.032818,5.02689,6.36289,6.971241,5.074424,7.850544,3.140574,5.257191,5.084596,8.0307,8.021792,8.812925,5.45879,8.834763,9.691444,4.975025,4.354303,7.307577,5.704117,5.169789,5.751166,7.091698,4.52566,7.838696,5.707517,8.894552,4.027506,7.205889,3.783031,5.045043,4.400024,4.004981,5.654657,5.171199,6.789641,5.932218,6.001386,9.535445,6.502079,2.39899,5.540317,5.045314,6.090607,5.248379,6.782268,9.315536,3.956774,3.728613
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.910229,8.3498,5.712273,2.83,7.167924,3.133903,4.637108,4.926765,7.144975,6.347657,3.46798,4.546169,4.420382,3.327279,6.387494,4.133,2.519377,5.914935,4.457922,8.669488,3.328879,7.382258,5.246019,9.433322,9.04105,6.529302,5.412935,8.349666,4.252631,5.953604,2.827051,2.520914,6.543805,7.564906,4.505054,8.101911,4.566728,5.662346,6.415753,2.77931,6.712409,4.548508,8.677323,7.411822,3.839039,3.829838,7.325294,3.729899,7.530338,3.211421,4.833352,5.221002,6.575098,2.325474,9.855827,4.691338,9.290828,9.286024,4.975025,5.105478,8.171334,4.6197,4.810557,6.381054,7.000689,4.44112,7.810377,5.343566,9.288393,4.046371,5.247139,3.787203,6.101487,4.130883,4.523884,5.166613,6.595326,6.913903,7.111946,6.501898,10.401464,5.576569,2.236067,3.844808,8.307011,5.931791,4.2278,8.005174,8.89037,4.147181,6.050709
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.495592,10.291336,5.762117,2.797493,8.698235,2.659097,6.780832,5.056616,7.503092,9.62038,3.379839,5.123996,4.417919,3.065732,6.455558,4.580633,3.070371,6.573056,4.294517,8.321915,4.658052,8.309937,6.148818,9.859005,9.843061,5.819344,7.091809,4.627321,5.042148,6.990608,2.987774,2.520914,6.438053,8.17407,4.786383,6.144393,2.236067,6.884229,4.11665,3.634607,6.772985,4.169621,9.34884,7.471052,2.817014,4.580275,7.026778,3.729899,8.598238,3.40525,4.236337,3.964995,7.894959,7.058887,9.178134,7.500036,8.082709,9.458615,4.975025,4.700055,8.942145,4.026624,6.337468,8.168606,8.903624,4.409421,8.696861,4.918638,9.054455,3.43205,4.317167,3.783031,5.921531,3.942976,5.768939,4.308859,5.107014,6.229777,7.860594,6.215543,9.332523,5.857798,2.236067,3.039139,6.548042,6.952437,4.248586,8.378905,10.385803,4.934874,3.728613
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.897849,10.296619,5.436046,3.362764,9.349681,3.739488,4.581217,3.651613,7.693734,9.873951,3.538107,4.100299,3.996905,3.610457,6.167592,3.630698,2.619003,6.762167,4.156258,8.576875,3.328879,8.099805,5.615227,8.428646,8.387514,6.853278,7.275809,5.920252,3.504731,7.130734,2.620951,2.520914,5.409612,7.127925,5.751709,7.475941,3.172424,6.522102,5.508526,4.620647,7.249956,4.09898,9.078197,7.311782,3.873502,4.926724,6.487431,4.099958,9.439558,4.008522,5.298122,4.237018,7.793885,4.775239,11.278542,7.152644,7.955935,9.884087,5.124921,5.917839,8.895773,4.026624,8.402525,5.473099,8.076434,4.270576,9.295265,4.136161,9.335048,4.027506,4.426324,3.783031,6.015253,4.312057,4.111003,4.197712,5.171199,5.630303,6.99152,5.638136,9.621729,4.68229,2.236067,3.758026,7.191342,6.920704,5.54592,7.238952,10.238209,4.744168,3.454575
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.857131,9.672166,5.322502,4.079828,7.823524,3.168274,5.316162,4.419474,6.752527,7.226102,2.973352,4.662237,3.965313,3.094954,5.403641,5.013592,2.766495,6.984403,4.630617,7.87776,4.355937,7.518921,6.220134,8.582655,8.416959,8.481923,5.482866,3.620562,3.462541,6.602457,3.240197,2.700171,7.542909,7.375084,4.781081,8.435097,4.628624,5.797696,5.574918,4.224885,7.141219,4.723551,8.987013,9.086587,4.834998,5.154657,7.267971,3.729899,8.192908,3.056792,4.823372,4.602029,7.633804,7.018138,9.548799,5.404721,8.948484,9.757146,4.876501,4.635503,8.35367,5.143071,7.499759,6.166484,7.525262,4.210435,10.092316,5.47433,9.025742,3.75918,6.315145,3.783031,5.650173,5.095302,5.487284,4.463235,4.748958,7.084716,7.706176,5.638136,9.341341,5.996915,2.41202,4.348964,5.823892,6.504937,5.66246,7.295849,9.344847,5.568023,3.728613
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.043349,11.077717,5.461129,2.662883,9.251475,3.133903,7.25898,3.651613,9.331723,9.547576,2.917376,2.941232,4.433517,4.048489,5.840243,2.992363,2.619003,7.945169,4.156258,7.234931,3.176998,9.096097,4.500203,9.627347,9.935833,7.589093,7.455077,5.196982,4.554665,8.260369,2.887738,2.700171,5.155593,8.114271,5.005424,6.189791,2.941161,8.415489,5.303197,3.661787,5.614124,4.810405,9.896607,5.9604,3.57319,3.672304,6.114377,5.423539,8.89535,4.156063,4.792213,3.999273,8.482695,3.855669,9.405611,8.017475,8.427035,10.484841,5.105771,6.195101,9.002808,2.515421,7.024441,6.710326,9.219569,5.118124,8.45943,4.429942,8.09125,4.027506,4.394419,3.783031,4.229438,3.318506,3.757132,2.236067,5.618578,5.34061,5.736018,4.708167,7.974465,5.656289,2.505211,2.462214,6.558494,7.535758,4.248586,7.364487,10.548941,4.212525,3.728613
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.9554,10.558162,6.125035,3.362764,10.371099,2.692154,6.947799,3.579119,8.197537,8.528152,2.768349,2.941232,4.433517,3.610457,5.193228,4.63729,2.519377,8.011879,3.757869,6.762549,2.236067,8.323596,4.846273,10.013798,9.830125,7.725906,7.20361,3.996013,5.300424,8.057735,2.427086,2.700171,6.144328,7.782021,5.305123,6.989832,2.651991,6.079998,6.242492,2.933638,6.092901,4.047074,9.631396,7.289318,3.086758,4.013048,6.784955,3.729899,8.543129,3.257499,5.436369,4.331257,8.39691,7.324542,9.719456,6.816021,8.6821,10.49383,4.975025,6.72253,8.290312,3.139507,6.565585,5.534601,8.610926,4.316805,8.617063,4.251162,7.962776,3.824907,5.127796,3.56757,4.737665,3.923198,4.132726,4.540822,5.107014,5.780894,5.733084,5.295989,8.493236,5.49628,2.39899,2.563956,5.408059,6.878104,4.679738,6.856405,10.490655,3.719644,3.728613
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.67462,8.52848,6.163754,7.234811,5.242835,4.961173,3.743646,4.643042,5.713892,6.396129,4.858237,3.242458,5.466503,3.659019,7.883957,6.057624,3.070371,5.747449,5.609745,8.714273,8.478264,7.141752,6.484741,9.028969,8.217734,4.002026,5.302842,7.218161,3.132365,5.191981,3.839645,3.664222,7.588081,6.78784,3.777085,5.954018,7.295585,5.66787,6.436125,5.671116,8.493414,6.920969,8.66034,10.463978,5.457768,5.815556,7.825112,4.870225,7.020022,3.140417,6.108234,6.855048,7.401105,6.394233,6.708209,4.424858,6.475218,8.805462,6.283245,2.362206,7.631513,7.519293,5.350139,4.898586,6.181226,5.866335,7.240895,5.585867,9.144313,4.870127,7.480506,3.56136,5.469086,6.206395,4.395221,6.961815,7.950952,6.75223,4.467126,6.501898,9.631084,6.176741,2.505211,6.0846,7.180772,5.931791,5.996423,6.730132,7.749706,4.455047,5.334003
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.55547,11.430718,6.65067,3.060473,6.932136,4.607452,5.923292,2.850773,7.345141,7.054974,4.672969,4.092877,4.649379,8.428405,6.691856,5.181058,2.561271,6.87839,4.014393,7.298907,6.352584,8.263766,5.617243,10.65072,10.440017,4.769868,5.410003,4.77382,4.717307,6.765883,2.88447,3.418093,6.501937,7.609371,5.290425,5.263723,4.513975,7.454657,5.885507,4.389567,6.490172,4.308392,10.087957,9.154489,4.473283,5.041644,6.624485,4.468478,7.831851,3.003799,4.719986,3.052441,8.425588,3.541359,8.638231,5.328173,9.448779,10.185216,5.112686,4.354303,8.146014,4.746259,8.257375,5.463836,8.043429,4.94384,9.889652,4.212833,8.799347,3.47773,6.756266,3.783031,6.241224,3.861941,2.733372,6.760479,6.653275,5.630303,5.017341,6.161076,8.620572,7.182359,2.505211,2.899007,7.854286,6.098346,5.143409,5.750586,9.68364,3.58638,5.850329
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.534875,10.201273,8.312905,3.260324,8.910796,2.462298,6.633997,4.868581,7.880981,9.415895,3.269411,3.217246,4.433517,3.474459,6.364085,3.834723,2.488291,6.816682,4.630617,8.275395,5.057679,8.551594,5.796359,10.16071,9.843603,6.002575,5.538408,4.882405,3.902825,7.533832,2.716272,2.700171,5.851283,8.015319,4.85865,8.34016,4.993351,7.973898,7.492973,4.224885,6.77181,4.22796,10.008665,7.703982,3.383676,4.742592,7.290067,5.150912,8.538005,3.386289,4.931118,3.148844,7.814057,5.092103,8.966652,7.093201,8.120761,9.778169,4.975025,4.354303,8.475139,4.026624,6.506325,7.593663,9.294916,4.545946,8.917912,5.811619,8.588489,3.454111,5.694443,3.82508,5.797513,6.090639,5.056065,4.34425,5.107014,6.981868,6.826415,6.303396,9.896135,7.415867,2.236067,3.844808,7.222594,6.605838,5.138061,8.884664,10.068842,4.775593,3.728613
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.415656,8.227836,4.830735,6.509772,6.117879,3.994715,4.637108,4.90117,5.894237,6.511099,3.78542,5.935478,4.726645,3.610457,7.285637,5.054454,3.070371,5.642103,4.667273,9.062366,7.018042,7.039075,5.707355,9.166014,9.135885,6.341333,5.41021,7.304078,3.727344,6.421588,4.193856,2.700171,7.423555,7.144207,3.768512,8.127832,6.686143,6.095487,5.755109,4.885489,8.015433,5.584195,7.090689,9.917658,5.74468,5.43508,7.151071,4.324357,7.633511,3.139551,6.014243,8.017025,6.772739,5.867665,7.269491,4.526476,8.255734,9.290353,5.112686,3.353868,7.605553,6.820375,6.077531,5.729503,6.722665,4.848967,8.397671,5.138226,9.066007,3.529649,6.270327,3.933769,5.828851,3.937233,5.146123,6.681218,7.516759,6.291626,6.479967,7.122544,9.620843,7.665399,2.39899,5.684522,6.924632,6.589227,6.144626,6.817812,8.780236,4.729112,6.698164
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.925473,9.756932,7.624175,2.852557,8.322098,3.176881,4.637108,4.017616,7.362122,9.206655,2.629557,3.439966,4.865193,3.811811,7.218531,4.341636,2.679972,5.265257,4.452565,8.106151,6.072423,8.278018,6.148818,9.322241,9.090082,5.501943,5.75216,5.363802,4.315206,7.202165,2.717759,2.521791,6.841166,7.549893,5.633803,8.72186,2.786399,6.618799,7.441605,3.862649,7.843772,5.289917,9.581245,8.216573,4.915734,4.840323,8.253103,4.998482,8.186852,3.140417,4.936959,3.204008,6.800162,7.860322,11.059063,6.428343,8.847168,8.99031,4.975025,4.354303,8.012454,3.958272,6.345868,7.397791,9.244585,4.763387,6.842855,5.067346,8.98673,4.027506,5.575018,3.864978,5.023006,4.469341,4.079905,5.214979,5.029734,6.020928,6.199781,6.476642,10.531439,7.36262,2.315476,3.959541,5.640853,7.207221,5.590154,7.964684,9.610255,3.819086,2.941174
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.046431,11.617044,6.652121,2.797493,7.517131,2.427681,5.744108,4.479339,8.437089,6.25643,2.631951,4.546169,4.433517,6.942509,6.007975,3.77265,2.271253,7.199081,4.630617,8.606442,3.176998,8.334925,4.498144,9.661014,9.749612,5.481499,6.347209,7.804473,5.154601,7.49175,2.64019,2.700171,4.645589,7.508616,4.7784,7.98327,5.066418,8.535981,6.908663,2.880562,6.625059,3.605474,9.899432,6.410452,4.110622,2.391447,6.916797,5.232387,8.172663,3.140417,4.928544,2.998767,7.332708,3.025971,7.627891,7.110641,7.016526,9.537107,4.975025,6.08683,6.519493,3.300343,7.158546,6.87912,7.873419,5.118124,10.037554,3.978751,9.0208,3.47773,3.628181,3.850126,5.613879,3.586191,4.411686,3.844159,5.107014,5.905261,6.669169,6.108488,8.935303,6.993171,2.236067,2.488002,9.263234,6.960169,5.122021,7.301955,9.150671,3.766766,4.129709
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.422547,8.901933,7.482118,4.141881,6.824219,2.811014,4.951318,4.764259,6.734663,8.591359,3.676143,3.953938,4.460672,3.065732,7.26996,3.725761,2.619003,4.20787,4.630617,9.338482,5.757222,6.372096,6.260165,8.85654,8.218943,5.091039,5.410003,6.339239,3.28802,5.877557,2.486448,2.520914,5.400594,7.212057,4.372764,9.249789,5.350142,6.760512,7.061911,4.101895,8.300657,3.980629,9.294028,7.876704,5.275251,4.035362,7.533452,5.763228,7.128135,3.148764,5.875234,3.350976,6.210408,5.672903,8.045792,5.415466,7.55724,8.408742,4.99635,3.87722,8.486929,6.619139,6.408832,8.337684,6.725541,5.649983,10.243012,5.783496,9.548949,2.242707,5.901446,3.783031,5.541899,5.489676,5.878999,4.924737,6.158349,7.094312,8.167128,6.429741,10.246747,7.987436,2.236067,5.276405,6.134045,7.560286,5.169305,7.621973,8.97591,6.398167,5.255879
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.841575,9.997897,5.461129,2.662883,7.623439,3.779494,6.147453,4.549264,7.65798,7.434008,2.917376,4.447395,4.417919,3.610457,5.849446,4.634421,2.271253,6.700552,4.215632,7.720825,4.326979,7.778612,5.263192,9.255661,9.120854,10.252762,6.581894,5.727013,5.038134,7.580693,3.749478,2.520914,7.131157,7.64697,4.902104,7.039539,2.557058,7.796542,3.641685,3.755841,6.598174,3.969078,8.132546,8.455699,5.141394,4.723579,7.267971,4.400521,6.431125,3.140417,5.479727,5.500722,8.601706,2.63939,8.294316,8.538755,9.175846,9.986051,4.833659,5.732044,7.773097,3.266587,8.1018,3.82403,7.555182,4.246731,10.663605,4.020728,9.103238,3.47773,7.011883,4.010453,5.602933,4.500768,4.281415,5.23793,5.171199,4.775038,7.382842,6.108488,8.663637,4.486115,2.505211,3.039139,5.295835,7.196476,5.498348,5.813085,10.016707,3.813061,3.741738
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.592488,8.66482,5.581689,2.524463,7.810468,3.138052,4.640876,3.366613,7.368757,7.368749,2.917376,2.941232,3.998803,3.27084,6.927483,3.363872,3.070371,4.896227,4.630067,8.127277,4.678382,7.861584,4.188646,9.963416,9.554729,7.399706,5.410003,6.765422,5.18674,6.892571,2.392868,2.700171,6.07793,7.937203,4.846525,8.457664,4.758763,6.230096,6.403188,3.718135,6.506473,3.981788,8.774926,7.258614,4.698872,4.319503,7.123468,5.108066,8.034525,4.330318,5.020245,3.404847,5.393898,3.503299,9.50234,5.612024,8.261871,8.253841,4.975025,5.249586,8.595838,2.669805,8.182717,6.969815,7.814245,5.107041,9.269833,4.113593,9.268425,5.149587,4.214872,3.783031,5.014776,5.096813,3.757132,4.540822,5.135727,4.912213,6.72203,4.896915,10.019038,6.88884,2.369778,3.1929,6.798306,7.014407,4.666583,7.864244,8.797782,4.03246,5.574655
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.860508,9.642535,6.145874,4.156025,6.419023,3.154193,4.581217,5.655956,6.508286,5.773463,3.979845,8.20572,4.590094,5.326878,6.812926,3.757713,2.619003,5.233016,4.444954,9.251501,6.768187,6.135502,5.492563,9.854774,9.470409,9.645655,5.410003,6.879702,3.88404,5.133925,3.749478,2.509354,6.152877,6.953621,4.221918,9.490784,4.982391,5.85375,6.527357,4.578539,8.081282,3.969078,7.807542,8.285402,5.141394,5.373498,7.557899,5.89991,6.511174,3.824149,5.436369,4.110596,6.623883,3.733369,9.089167,5.029322,8.961153,8.439202,4.815917,4.183081,7.302806,6.191495,9.366727,5.463474,6.216523,4.270576,10.870561,5.02813,9.57439,3.008585,6.289045,3.921815,7.00891,6.396386,5.004709,6.268188,8.423413,6.676581,7.04054,6.324008,9.751529,6.737043,2.299,3.650281,5.95102,6.20322,7.385155,8.018403,8.634498,4.82326,7.972298
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.103624,11.224145,7.497251,3.306673,7.492918,3.692448,6.877403,3.964714,7.540563,6.862022,3.823696,4.668088,3.998155,7.909745,6.619089,3.893047,2.619003,6.934094,4.630617,7.540807,4.580466,7.851668,4.815169,10.504427,10.567617,8.895858,5.78622,4.181252,4.515308,7.111611,3.10048,2.520914,5.903727,7.928223,5.398531,7.7673,3.304377,7.185123,4.391632,4.07541,6.645428,3.969078,8.81414,8.090806,6.191236,4.67945,6.630348,3.871024,7.757736,3.000567,4.769053,4.235145,7.922628,3.866316,8.765544,6.416136,10.520172,9.775156,4.4096,5.447831,8.363732,2.569429,9.155144,5.463836,7.608786,3.78106,9.99944,3.951306,8.631762,3.47773,5.995191,3.921815,6.314647,4.784927,3.725134,6.353289,7.464822,4.873803,6.758455,5.638136,8.65367,6.452248,2.39899,2.478288,6.831303,6.471826,5.590154,6.099253,9.962141,4.418457,7.807147
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.643056,9.168705,6.538838,4.699778,9.170608,3.199213,4.637108,4.543668,6.890215,9.476843,2.867274,3.910384,4.590094,3.065732,7.472294,5.08826,2.299377,5.265257,5.550642,8.7798,7.067823,7.907764,6.316353,9.185072,9.037996,5.422636,6.384516,5.753575,4.162721,7.114704,3.568251,2.520914,6.74355,7.675472,4.249697,8.832543,4.742215,7.224012,6.882725,3.932262,8.337458,5.025342,8.75535,8.365942,4.745856,5.558013,7.683523,4.99858,7.840921,3.460108,5.866339,3.178876,6.049139,8.69414,10.27427,7.413095,8.223832,8.653221,4.975025,4.354303,8.888152,6.552843,6.685753,6.023499,9.132301,4.353197,6.513068,5.81537,9.263158,3.47773,5.694925,3.783031,4.962404,4.191926,5.503779,5.564307,5.042169,5.702402,6.283009,6.495525,10.3646,7.953529,2.236067,5.184356,5.855491,6.599331,5.590154,7.959401,9.562765,4.263904,4.1048
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.473876,10.338281,5.029266,3.788632,9.830467,3.133903,6.197207,3.447416,8.241728,9.935789,3.002458,4.447395,4.417919,3.065732,6.710783,3.683473,2.519377,6.464179,4.156258,7.02785,4.501141,8.686722,5.233404,9.785368,9.642286,4.462024,7.521007,5.753575,4.849008,7.943416,2.717759,2.486937,6.115766,8.242537,5.353213,7.054054,2.754823,7.126169,3.898707,2.673786,7.026037,3.831125,9.056289,6.805334,2.916115,4.721424,7.267971,4.256001,9.173249,4.212439,3.748604,3.165654,7.517929,7.755531,9.746101,7.977334,8.269873,9.240975,4.975025,6.346419,9.64206,4.026624,7.425944,5.451646,8.917527,5.248985,8.670771,4.569564,8.444301,4.027506,3.396192,3.783031,4.725095,3.863947,5.155962,3.844865,5.107014,4.984631,5.20937,5.813195,8.61558,5.823981,2.236067,3.046473,7.127685,7.033274,4.533006,8.466978,10.431112,3.077102,3.728613
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.646107,10.4758,5.84195,3.048602,5.076067,3.133903,6.106578,5.308513,7.781497,7.764252,3.46798,4.546169,4.433517,4.174597,6.652374,4.768192,2.271253,5.765642,4.630617,8.29589,3.328879,7.665728,5.176768,8.516206,8.060254,9.034595,6.430327,7.382489,3.998952,7.532988,3.517702,2.700171,6.179292,7.441466,4.957525,8.814533,4.779407,7.673216,6.090397,3.740868,6.611394,5.025342,9.246533,7.117902,5.432,3.800405,7.267971,3.729899,7.597497,3.000567,4.985137,4.235145,7.446208,3.717667,9.860634,6.841062,8.003784,8.753481,4.590399,5.520963,7.731326,4.682463,9.210612,5.451646,6.218812,4.70113,11.356034,4.234751,8.83718,3.936191,5.856163,3.783031,6.170088,4.279315,4.304392,4.737975,6.076865,5.464458,7.636444,6.386269,9.396393,7.112243,2.236067,3.120045,6.731429,7.022046,6.000393,7.173632,8.96004,3.659834,4.129709
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.768957,10.459272,6.822644,2.797493,6.86948,3.639749,5.302355,4.546643,7.678873,7.742396,3.46798,4.546169,3.785395,4.656979,6.080546,4.856125,2.388611,6.687425,4.07944,8.126931,5.390422,8.300572,5.162709,10.261331,9.968995,6.675081,5.605344,8.109713,4.732168,7.626916,3.277306,2.700171,6.20517,7.530155,5.320062,8.658729,5.069308,7.393157,7.474127,4.38383,6.137788,3.994745,9.10056,8.609286,4.431329,3.969822,6.764101,5.026947,8.455871,3.627067,4.831159,5.466013,6.843595,3.075019,9.335032,5.871897,8.53484,9.936393,4.637975,4.718179,8.259134,3.595026,8.515987,6.063802,8.015977,5.118124,9.292195,4.522139,8.472621,3.137589,4.629051,3.921815,6.636062,4.043455,4.395221,5.250717,5.135727,5.949672,7.272249,6.843519,9.174586,7.348378,2.236067,3.039139,8.704488,7.12824,5.323672,7.035775,9.891328,5.304146,5.122074
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.584913,10.579363,6.461055,3.628489,8.589193,3.133903,4.637108,4.583249,7.629716,9.986571,2.631951,3.858982,4.433517,4.671261,6.88286,3.994005,2.619003,6.916579,4.198047,7.079948,5.375963,8.812158,3.927136,9.417161,8.963552,5.995683,7.636172,4.737042,4.537617,7.655016,3.119719,2.700171,5.232137,8.295725,5.361627,8.743229,4.982391,7.313597,6.748669,4.38383,6.56404,4.935047,9.6842,7.415768,3.742245,4.230362,7.325294,4.492713,9.077984,3.538244,5.488195,3.97334,6.3265,7.273932,7.850024,7.117081,6.312655,9.529738,4.975025,5.168806,9.002804,3.049816,5.871604,5.463836,9.108978,4.270576,7.721062,5.184552,8.154673,3.137589,3.578846,3.783031,5.422597,4.293538,4.395221,4.304252,5.501792,5.316645,6.322237,5.266429,9.455311,6.652542,2.236067,3.041581,8.281257,6.38874,5.150968,7.903474,10.158445,3.996255,5.298852
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.940438,10.686692,6.230417,3.788632,8.879228,3.133903,4.637108,3.651613,8.032832,8.886359,2.917376,4.546169,4.590094,3.610457,6.188003,4.311582,2.773812,6.789607,4.156258,7.410373,3.096409,8.141645,5.66449,9.237222,9.142118,6.95974,6.717538,4.661147,3.37711,7.290365,2.392868,2.553179,5.709326,7.861243,5.605037,6.816039,4.047602,7.246824,5.944465,3.540346,6.43997,4.738186,9.170673,7.746299,4.121414,4.048858,7.114963,4.440287,8.949297,3.135388,4.083302,4.235145,6.687642,7.475742,7.76824,6.399145,7.600756,9.708081,5.112686,7.439721,7.777484,3.453957,6.45506,5.451646,8.165002,4.851673,7.061488,4.448802,8.003075,4.010736,5.694443,3.783031,4.731446,5.033115,3.69571,4.052066,5.171199,4.702936,6.475345,4.356354,9.095436,6.766351,2.505211,3.117926,6.784726,6.508143,4.676339,7.299407,10.061888,3.73731,4.1048
