Probe.Set.ID,Gene.Symbol,Gene.Title,Fold.Change: PE.E - PE.NE.NUPP,Fold.Change: ESE.E - ESE.NE.NUPP,Fold.Change: MSE.E - MSE.NE.NUPP
238421_at,RC3H2,ring finger and CCCH-type domains 2,NA,NA,-1.700821072
240824_at,---,---,NA,NA,-1.701162282
1558045_a_at,LOC389906 /// LOC441528 /// LOC729162,hypothetical LOC389906 /// hypothetical LOC441528 /// hypothetical protein LOC729162,NA,NA,-1.704112444
240180_at,---,---,NA,NA,-1.711872112
225949_at,NRBP2,nuclear receptor binding protein 2,NA,NA,-1.71246472
237302_at,---,---,NA,NA,-1.713109321
210969_at,PKN2,protein kinase N2,NA,NA,-1.716933028
222620_s_at,DNAJC1,"DnaJ (Hsp40) homolog, subfamily C, member 1",NA,NA,-1.71720741
200637_s_at,PTPRF,"protein tyrosine phosphatase, receptor type, F",NA,NA,-1.719002239
1562286_at,---,---,NA,NA,-1.719641275
231848_x_at,ZNF207,zinc finger protein 207,NA,NA,-1.721927083
222061_at,CD58,CD58 molecule,NA,NA,-1.727214769
218857_s_at,ASRGL1,asparaginase like 1,NA,NA,-1.730248162
230164_at,ZNF621,zinc finger protein 621,NA,NA,-1.730579855
216069_at,---,---,NA,NA,-1.731941107
233976_at,---,---,NA,NA,-1.73534274
220132_s_at,CLEC2D,"C-type lectin domain family 2, member D",NA,NA,-1.739897987
240230_s_at,LOC642826,hypothetical LOC642826,NA,NA,-1.741549876
239370_at,LOC100505633,hypothetical LOC100505633,NA,NA,-1.741729106
205731_s_at,NCOA2,nuclear receptor coactivator 2,NA,NA,-1.743209374
223821_s_at,SUSD4,sushi domain containing 4,NA,NA,-1.745340087
223837_at,GULP1,"GULP, engulfment adaptor PTB domain containing 1",NA,NA,-1.745373284
211682_x_at,UGT2B28,"UDP glucuronosyltransferase 2 family, polypeptide B28",NA,NA,-1.747785864
239788_at,---,---,NA,NA,-1.757959771
235567_at,RORA,RAR-related orphan receptor A,NA,NA,-1.762225815
236079_at,DKFZp667E0512,hypothetical protein DKFZp667E0512,NA,NA,-1.762643549
230036_at,SAMD9L,sterile alpha motif domain containing 9-like,NA,NA,-1.764774015
239619_at,---,---,NA,NA,-1.766710592
212598_at,WDFY3,WD repeat and FYVE domain containing 3,NA,NA,-1.767919439
234723_x_at,---,---,NA,NA,-1.76946121
216101_at,---,---,NA,NA,-1.769776889
230248_x_at,---,---,NA,NA,-1.777015311
1558561_at,HM13,histocompatibility (minor) 13,NA,NA,-1.779665175
210944_s_at,CAPN3,"calpain 3, (p94)",NA,NA,-1.780501271
210905_x_at,POU5F1P4,POU class 5 homeobox 1 pseudogene 4,NA,NA,-1.784976501
204422_s_at,FGF2,fibroblast growth factor 2 (basic),NA,NA,-1.787450877
222031_at,LOC389906,hypothetical LOC389906,NA,NA,-1.788467311
226999_at,RNPC3,"RNA-binding region (RNP1, RRM) containing 3",NA,NA,-1.791515709
220213_at,TSHZ2,teashirt zinc finger homeobox 2,NA,NA,-1.795848419
235792_x_at,PIK3C2A,"phosphoinositide-3-kinase, class 2, alpha polypeptide",NA,NA,-1.800465902
232381_s_at,DNAH5,"dynein, axonemal, heavy chain 5",NA,NA,-1.801186553
230392_at,---,---,NA,NA,-1.801458678
205259_at,NR3C2,"nuclear receptor subfamily 3, group C, member 2",NA,NA,-1.810359168
214532_x_at,POU5F1B,POU class 5 homeobox 1B,NA,NA,-1.813479031
241701_at,ARHGAP21,Rho GTPase activating protein 21,NA,NA,-1.81471271
230354_at,---,---,NA,NA,-1.824962581
222880_at,AKT3,"v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)",NA,NA,-1.826473618
1558747_at,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,NA,NA,-1.827108957
210650_s_at,PCLO,piccolo (presynaptic cytomatrix protein),NA,NA,-1.836162429
210393_at,LGR5,leucine-rich repeat-containing G protein-coupled receptor 5,NA,NA,-1.83678986
233014_at,---,---,NA,NA,-1.837619317
215471_s_at,MAP7,microtubule-associated protein 7,NA,NA,-1.839631125
224835_at,GPCPD1,glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae),NA,NA,-1.847937611
202084_s_at,SEC14L1,SEC14-like 1 (S. cerevisiae),NA,NA,-1.857656853
225914_s_at,CAB39L,calcium binding protein 39-like,NA,NA,-1.858360148
208869_s_at,GABARAPL1,GABA(A) receptor-associated protein like 1,NA,NA,-1.865573514
1556325_at,FILIP1,filamin A interacting protein 1,NA,NA,-1.869765542
204182_s_at,ZBTB43,zinc finger and BTB domain containing 43,NA,NA,-1.873696875
221636_s_at,MOSC2,MOCO sulphurase C-terminal domain containing 2,NA,NA,-1.87752836
223232_s_at,CGN,cingulin,NA,NA,-1.878487673
229402_at,SAMD13,sterile alpha motif domain containing 13,NA,NA,-1.883245311
204560_at,FKBP5,FK506 binding protein 5,NA,NA,-1.886306069
203249_at,EZH1,enhancer of zeste homolog 1 (Drosophila),NA,NA,-1.889777248
244235_at,IVNS1ABP,influenza virus NS1A binding protein,NA,NA,-1.890543263
214785_at,VPS13A,vacuolar protein sorting 13 homolog A (S. cerevisiae),NA,NA,-1.895830733
217543_s_at,MBTPS1,"membrane-bound transcription factor peptidase, site 1",NA,NA,-1.898073741
238982_at,DENR,density-regulated protein,NA,NA,-1.901306079
213267_at,DOPEY1 /// LOC100509911,dopey family member 1 /// hypothetical LOC100509911,NA,NA,-1.911710544
233231_at,MCCC2,Methylcrotonoyl-Coenzyme A carboxylase 2 (beta),NA,NA,-1.91406546
236975_at,---,---,NA,NA,-1.917045577
242417_at,LOC283278,hypothetical protein LOC283278,NA,NA,-1.920120507
1554507_at,NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2,NA,NA,-1.923572484
205920_at,SLC6A6,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",NA,NA,-1.924118117
237030_at,ACPP,"acid phosphatase, prostate",NA,NA,-1.925280082
235924_at,---,---,NA,NA,-1.92571555
208286_x_at,POU5F1 /// POU5F1B /// POU5F1P3 /// POU5F1P4,POU class 5 homeobox 1 /// POU class 5 homeobox 1B /// POU class 5 homeobox 1 pseudogene 3 /// POU class 5 homeobox 1 pseudogene 4,NA,NA,-1.9574056
242722_at,LMO7,LIM domain 7,NA,NA,-1.960424377
1555118_at,ENTPD3,ectonucleoside triphosphate diphosphohydrolase 3,NA,NA,-1.961168542
222621_at,DNAJC1,"DnaJ (Hsp40) homolog, subfamily C, member 1",NA,NA,-1.962297778
226989_at,RGMB,"RGM domain family, member B",NA,NA,-1.964494763
238608_at,---,---,NA,NA,-1.966323151
205206_at,KAL1,Kallmann syndrome 1 sequence,NA,NA,-1.971274729
204685_s_at,ATP2B2,"ATPase, Ca++ transporting, plasma membrane 2",NA,NA,-1.975595216
228549_at,---,---,NA,NA,-1.987283472
220952_s_at,PLEKHA5,"pleckstrin homology domain containing, family A member 5",NA,NA,-1.992471276
226189_at,ITGB8,"integrin, beta 8",NA,NA,-1.993747532
205278_at,GAD1,"glutamate decarboxylase 1 (brain, 67kDa)",NA,NA,-1.994108166
204266_s_at,CHKA,choline kinase alpha,NA,NA,-1.995817486
224219_s_at,TRPC4,"transient receptor potential cation channel, subfamily C, member 4",NA,NA,-2.006961937
222351_at,PPP2R1B,"protein phosphatase 2, regulatory subunit A, beta",NA,NA,-2.006986795
227629_at,PRLR,prolactin receptor,NA,NA,-2.012630225
1566324_a_at,MAF,v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian),NA,NA,-2.019528105
212450_at,SECISBP2L,SECIS binding protein 2-like,NA,NA,-2.045885466
212806_at,PRUNE2,prune homolog 2 (Drosophila),NA,NA,-2.04730236
237262_at,FAM59A,"family with sequence similarity 59, member A",NA,NA,-2.051841859
242894_at,---,---,NA,NA,-2.054262987
237654_at,C14orf50,chromosome 14 open reading frame 50,NA,NA,-2.055298471
231762_at,FGF10,fibroblast growth factor 10,NA,NA,-2.059906696
221102_s_at,TRPM6,"transient receptor potential cation channel, subfamily M, member 6",NA,NA,-2.065913455
224942_at,PAPPA,"pregnancy-associated plasma protein A, pappalysin 1",NA,NA,-2.068209776
212777_at,SOS1,son of sevenless homolog 1 (Drosophila),NA,NA,-2.070828594
227075_at,ELP3,elongation protein 3 homolog (S. cerevisiae),NA,NA,-2.071750394
228825_at,PTGR1,prostaglandin reductase 1,NA,NA,-2.07558197
219836_at,ZBED2,"zinc finger, BED-type containing 2",NA,NA,-2.075988616
236472_at,---,---,NA,NA,-2.076080299
221027_s_at,PLA2G12A,"phospholipase A2, group XIIA",NA,NA,-2.078436052
205405_at,SEMA5A,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",NA,NA,-2.080214904
1555434_a_at,SLC39A14,"solute carrier family 39 (zinc transporter), member 14",NA,NA,-2.086015921
225345_s_at,---,---,NA,NA,-2.089116401
240242_at,---,---,NA,NA,-2.089962121
233289_at,---,---,NA,NA,-2.095634395
232179_at,LOC158863,Hypothetical protein LOC158863,NA,NA,-2.12346766
201283_s_at,TRAK1,"trafficking protein, kinesin binding 1",NA,NA,-2.129861893
215221_at,---,---,NA,NA,-2.132108079
202566_s_at,SVIL,supervillin,NA,NA,-2.139099672
235955_at,MARVELD2,MARVEL domain containing 2,NA,NA,-2.153182526
233264_at,---,---,NA,NA,-2.153189147
235308_at,ZBTB20,zinc finger and BTB domain containing 20,NA,NA,-2.168195787
204750_s_at,DSC2,desmocollin 2,NA,NA,-2.172374121
215447_at,---,---,NA,NA,-2.183119035
228375_at,IGSF11,"immunoglobulin superfamily, member 11",NA,NA,-2.19009123
231981_at,PRLR,prolactin receptor,NA,NA,-2.194392283
201942_s_at,CPD,carboxypeptidase D,NA,NA,-2.197229307
1554161_at,SLC25A27,"solute carrier family 25, member 27",NA,NA,-2.202494997
216278_at,---,---,NA,NA,-2.23876233
222364_at,SLC44A1,"solute carrier family 44, member 1",NA,NA,-2.240050377
220187_at,STEAP4,STEAP family member 4,NA,NA,-2.251713412
214843_s_at,USP33,ubiquitin specific peptidase 33,NA,NA,-2.295467315
227383_at,LOC727820,hypothetical protein LOC727820,NA,NA,-2.308321535
208868_s_at,GABARAPL1,GABA(A) receptor-associated protein like 1,NA,NA,-2.310610344
204751_x_at,DSC2,desmocollin 2,NA,NA,-2.321016444
239303_at,PIWIL2,piwi-like 2 (Drosophila),NA,NA,-2.328705502
215921_at,NPIPL3,nuclear pore complex interacting protein-like 3,NA,NA,-2.331580767
1563881_at,---,---,NA,NA,-2.332886724
227736_at,C10orf99,chromosome 10 open reading frame 99,NA,NA,-2.33705467
210265_x_at,POU5F1P3,POU class 5 homeobox 1 pseudogene 3,NA,NA,-2.338212015
241705_at,ABCA5,"ATP-binding cassette, sub-family A (ABC1), member 5",NA,NA,-2.353927315
236517_at,MEGF10,multiple EGF-like-domains 10,NA,NA,-2.3556661
214282_at,---,---,NA,NA,-2.362325524
218692_at,SYBU,syntabulin (syntaxin-interacting),NA,NA,-2.373563118
204635_at,RPS6KA5,"ribosomal protein S6 kinase, 90kDa, polypeptide 5",NA,NA,-2.384160965
1552482_at,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,NA,NA,-2.407081815
227735_s_at,C10orf99,chromosome 10 open reading frame 99,NA,NA,-2.409025893
230630_at,AK4,adenylate kinase 4,NA,NA,-2.440318747
210372_s_at,TPD52L1,tumor protein D52-like 1,NA,NA,-2.446216362
232054_at,PCDH20,protocadherin 20,NA,NA,-2.477531909
235507_at,PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,NA,NA,-2.506921898
1558636_s_at,ADAMTS5,"ADAM metallopeptidase with thrombospondin type 1 motif, 5",NA,NA,-2.593465223
1555173_at,STX19,syntaxin 19,NA,NA,-2.606396979
221646_s_at,ZDHHC11,"zinc finger, DHHC-type containing 11",NA,NA,-2.608230618
237435_at,---,---,NA,NA,-2.622163796
220148_at,ALDH8A1,"aldehyde dehydrogenase 8 family, member A1",NA,NA,-2.628649902
226211_at,MEG3,maternally expressed 3 (non-protein coding),NA,NA,-2.653435008
236841_at,LOC100134445,hypothetical LOC100134445,NA,NA,-2.661378172
207367_at,ATP12A,"ATPase, H+/K+ transporting, nongastric, alpha polypeptide",NA,NA,-2.719052368
243755_at,PRLR,prolactin receptor,NA,NA,-2.733888174
229341_at,TFCP2L1,transcription factor CP2-like 1,NA,NA,-2.751991663
215936_s_at,KIAA1033,KIAA1033,NA,NA,-2.754300594
242829_x_at,FBXL3,F-box and leucine-rich repeat protein 3,NA,NA,-2.758461559
1556185_a_at,STEAP4,STEAP family member 4,NA,NA,-2.797864589
219735_s_at,TFCP2L1,transcription factor CP2-like 1,NA,NA,-2.797896976
206191_at,ENTPD3,ectonucleoside triphosphate diphosphohydrolase 3,NA,NA,-2.816177571
228528_at,LOC100286909,Hypothetical protein LOC100286909,NA,NA,-2.852219159
228194_s_at,SORCS1,sortilin-related VPS10 domain containing receptor 1,NA,NA,-2.866822676
210538_s_at,BIRC3,baculoviral IAP repeat-containing 3,NA,NA,-2.881903131
1552575_a_at,C6orf141,chromosome 6 open reading frame 141,NA,NA,-2.882933525
206346_at,PRLR,prolactin receptor,NA,NA,-2.910711497
241762_at,---,---,NA,NA,-2.943501201
1554314_at,C6orf141,chromosome 6 open reading frame 141,NA,NA,-2.947833947
230913_at,---,---,NA,NA,-3.015283796
1553986_at,RASEF,RAS and EF-hand domain containing,NA,NA,-3.016726354
213764_s_at,MFAP5,microfibrillar associated protein 5,NA,NA,-3.047211819
1557113_at,LOC283588,hypothetical LOC283588,NA,NA,-3.073733466
227642_at,TFCP2L1,transcription factor CP2-like 1,NA,NA,-3.080086978
225009_at,CMTM4,CKLF-like MARVEL transmembrane domain containing 4,NA,NA,-3.084419153
224856_at,FKBP5,FK506 binding protein 5,NA,NA,-3.149207941
242903_at,IFNGR1,interferon gamma receptor 1,NA,NA,-3.210814924
231136_at,MIR30C2,microRNA 30c-2,NA,NA,-3.2956084
213765_at,MFAP5,microfibrillar associated protein 5,NA,NA,-3.366819876
213517_at,PCBP2,poly(rC) binding protein 2,NA,NA,-3.449882389
209355_s_at,PPAP2B,phosphatidic acid phosphatase type 2B,NA,NA,-3.528441869
205127_at,PTGS1,prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase),NA,NA,-3.670218314
210262_at,CRISP2,cysteine-rich secretory protein 2,NA,NA,-3.742102191
210166_at,TLR5,toll-like receptor 5,NA,NA,-3.755872916
241403_at,CLK4,CDC-like kinase 4,NA,NA,-3.778951845
242774_at,SYNE2,"spectrin repeat containing, nuclear envelope 2",NA,NA,-3.801854482
235594_at,AIMP1,Aminoacyl tRNA synthetase complex-interacting multifunctional protein 1,NA,NA,-3.830606804
232523_at,MEGF10,multiple EGF-like-domains 10,NA,NA,-3.893581225
227241_at,MUC15,"mucin 15, cell surface associated",NA,NA,-4.023056482
205066_s_at,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1,NA,NA,-4.044863707
237206_at,MYOCD,myocardin,NA,NA,-4.442248221
229455_at,---,---,NA,NA,-4.584825737
223940_x_at,MALAT1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding),NA,NA,-5.02628609
236911_at,RIMKLB,Ribosomal modification protein rimK-like family member B,NA,NA,-5.041787643
202972_s_at,FAM13A,"family with sequence similarity 13, member A",NA,NA,-5.166804381
1568638_a_at,IDO2,"indoleamine 2,3-dioxygenase 2",NA,NA,-5.466592386
222938_x_at,ENPP3,ectonucleotide pyrophosphatase/phosphodiesterase 3,NA,NA,-5.466938733
236705_at,TMEM196,transmembrane protein 196,NA,NA,-5.684445717
232737_s_at,ENPP3,ectonucleotide pyrophosphatase/phosphodiesterase 3,NA,NA,-6.11750911
220541_at,MMP26,matrix metallopeptidase 26,NA,NA,-6.460312137
244044_at,---,---,NA,NA,-6.565947445
224412_s_at,TRPM6,"transient receptor potential cation channel, subfamily M, member 6",NA,NA,-6.667272863
213059_at,CREB3L1,cAMP responsive element binding protein 3-like 1,8.346465563,6.60651408,NA
205779_at,RAMP2,receptor (G protein-coupled) activity modifying protein 2,6.200631205,3.3330542,NA
228307_at,EMILIN3,elastin microfibril interfacer 3,5.516512307,4.084582027,NA
214792_x_at,VAMP2,vesicle-associated membrane protein 2 (synaptobrevin 2),4.904082346,3.796163465,NA
201556_s_at,VAMP2,vesicle-associated membrane protein 2 (synaptobrevin 2),4.706646903,3.607892993,NA
206224_at,CST1,cystatin SN,4.529174926,21.8053243,NA
219597_s_at,DUOX1,dual oxidase 1,4.403397515,5.002762133,NA
222282_at,---,---,4.365881687,11.24259785,NA
224821_at,ABHD14B,abhydrolase domain containing 14B,4.360109919,2.822448334,NA
228625_at,CITED4,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4",4.338357584,2.509732566,NA
221496_s_at,TOB2,"transducer of ERBB2, 2",4.309988544,5.34793482,NA
213979_s_at,---,---,4.196200254,3.834766787,NA
226129_at,FAM83H,"family with sequence similarity 83, member H",4.193942594,2.114647052,NA
206994_at,CST4,cystatin S,4.083085582,8.933010052,NA
1558078_at,---,---,4.010525918,3.284865913,NA
218010_x_at,PPDPF,pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish),4.010519642,3.26892621,NA
210859_x_at,CLN3,"ceroid-lipofuscinosis, neuronal 3",3.885438856,2.042644168,NA
225568_at,TMEM141,transmembrane protein 141,3.758182156,2.086818391,NA
204942_s_at,ALDH3B2,"aldehyde dehydrogenase 3 family, member B2",3.748499641,3.449212201,NA
204130_at,HSD11B2,hydroxysteroid (11-beta) dehydrogenase 2,3.705900012,2.796611952,NA
215735_s_at,TSC2,tuberous sclerosis 2,3.703683007,2.937450121,NA
239469_at,---,---,3.688946471,4.758088364,NA
210130_s_at,TM7SF2,transmembrane 7 superfamily member 2,3.630550849,2.333456836,NA
202328_s_at,PKD1,polycystic kidney disease 1 (autosomal dominant),3.627735462,2.53068149,NA
213230_at,CDR2L,cerebellar degeneration-related protein 2-like,3.577690171,2.013379726,NA
206299_at,FAM155B,"family with sequence similarity 155, member B",3.577265595,3.091190816,NA
242645_at,---,---,3.567416369,4.117049799,NA
1561829_at,---,---,3.535172832,2.129650641,NA
212772_s_at,ABCA2,"ATP-binding cassette, sub-family A (ABC1), member 2",3.511563365,2.306946428,NA
201015_s_at,JUP,junction plakoglobin,3.509668486,2.891251273,NA
233571_x_at,PPDPF,pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish),3.483516099,2.848472306,NA
225165_at,PPP1R1B,"protein phosphatase 1, regulatory (inhibitor) subunit 1B",3.459486675,3.579865919,NA
213757_at,EIF5A,Eukaryotic translation initiation factor 5A,3.445108206,4.17153755,NA
223797_at,PRO2852,hypothetical protein PRO2852,3.442557907,6.844218379,NA
211600_at,PTPRO,"protein tyrosine phosphatase, receptor type, O",3.386519284,4.397004618,NA
211695_x_at,MUC1,"mucin 1, cell surface associated",3.382993427,2.311211542,NA
227429_at,EFCAB4A,EF-hand calcium binding domain 4A,3.344933624,2.215598875,NA
209117_at,WBP2,WW domain binding protein 2,3.307277625,2.09497357,NA
202175_at,CHPF,chondroitin polymerizing factor,3.298990173,2.242744937,NA
217482_at,---,---,3.255140585,3.643779854,NA
214326_x_at,JUND,jun D proto-oncogene,3.253206143,2.27438363,NA
1559600_at,---,---,3.221217236,1.778612312,NA
227994_x_at,PPDPF,pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish),3.219056798,2.830806429,NA
238040_at,---,---,3.209408513,6.905976245,NA
203382_s_at,APOE,apolipoprotein E,3.200478314,1.843035635,NA
236050_at,C11orf35,chromosome 11 open reading frame 35,3.188089477,1.71730239,NA
208555_x_at,CST2,cystatin SA,3.186686414,3.80053505,NA
244056_at,SFTA2,surfactant associated 2,3.172985638,3.217732464,NA
206374_at,DUSP8,dual specificity phosphatase 8,3.171569278,2.069076605,NA
228890_at,ATOH8,atonal homolog 8 (Drosophila),3.166335029,2.211570866,NA
1555868_at,---,---,3.164732133,2.478493628,NA
226071_at,ADAMTSL4,ADAMTS-like 4,3.164691183,2.815767157,NA
209427_at,SMTN,smoothelin,3.146550312,2.199829663,NA
200787_s_at,PEA15,phosphoprotein enriched in astrocytes 15,3.140551657,3.931552541,NA
212966_at,HIC2,hypermethylated in cancer 2,3.137211188,2.297421931,NA
202410_x_at,IGF2 /// INS-IGF2,insulin-like growth factor 2 (somatomedin A) /// INS-IGF2 readthrough transcript,3.108518636,3.623693091,NA
202908_at,WFS1,Wolfram syndrome 1 (wolframin),3.099265181,2.221284787,NA
225467_s_at,RDH13,retinol dehydrogenase 13 (all-trans/9-cis),3.098784721,1.960309343,NA
201932_at,LRRC41,leucine rich repeat containing 41,3.088253653,1.608335645,NA
213467_at,RND2,Rho family GTPase 2,3.074648793,2.480929387,NA
204600_at,EPHB3,EPH receptor B3,3.066172257,2.0831254,NA
203754_s_at,BRF1,"BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)",3.057426466,1.909165344,NA
222316_at,---,---,3.028306005,3.607705153,NA
213176_s_at,LTBP4,latent transforming growth factor beta binding protein 4,3.027957255,2.785166079,NA
47553_at,DFNB31,"deafness, autosomal recessive 31",3.020613671,3.304995465,NA
224907_s_at,SH3GLB2,SH3-domain GRB2-like endophilin B2,3.017826512,2.061719534,NA
1560199_x_at,LOC728153,similar to FAM133B protein,3.01482696,5.990762146,NA
244547_at,SGK494,uncharacterized serine/threonine-protein kinase SgK494,3.008034385,4.091631261,NA
213441_x_at,SPDEF,SAM pointed domain containing ets transcription factor,3.004972666,2.982906408,NA
244765_at,---,---,2.996276435,2.23398356,NA
231366_at,FDPSL2A,MGC44478,2.980834761,2.768688934,NA
232373_at,NOXA1,NADPH oxidase activator 1,2.96326021,1.623636251,NA
215066_at,PTPRF,"protein tyrosine phosphatase, receptor type, F",2.951145684,1.82835974,NA
200646_s_at,NUCB1,nucleobindin 1,2.93505015,2.283857146,NA
242068_at,---,---,2.921444754,6.660224929,NA
1559731_x_at,MACROD1,MACRO domain containing 1,2.875076182,1.844652564,NA
214188_at,HEXIM1,Hexamethylene bis-acetamide inducible 1,2.868731884,2.281212306,NA
1558515_at,NCRNA00182,non-protein coding RNA 182,2.862193446,4.899347122,NA
239442_at,CEP68,centrosomal protein 68kDa,2.859101821,3.685307294,NA
227330_x_at,LOC100132288 /// LOC100233156 /// MAFIP,hypothetical protein LOC100132288 /// hypothetical LOC100233156 /// MAFF interacting protein,2.8522758,3.270814498,NA
1560290_at,LOC100129895,Hypothetical protein LOC100129895,2.846936332,1.977973589,NA
229748_x_at,LOC100132288,hypothetical protein LOC100132288,2.833328376,2.801230501,NA
243431_at,---,---,2.819453529,3.546546164,NA
204418_x_at,GSTM2,glutathione S-transferase mu 2 (muscle),2.809447928,2.075970175,NA
203713_s_at,LLGL2,lethal giant larvae homolog 2 (Drosophila),2.800691753,1.814131537,NA
242452_at,---,---,2.788166885,3.141856627,NA
217591_at,---,---,2.77748856,2.806421764,NA
231710_at,CAPS,calcyphosine,2.754772735,1.929701804,NA
227581_at,TECPR1,tectonin beta-propeller repeat containing 1,2.747005136,1.630296462,NA
241906_at,---,---,2.731895454,5.356184317,NA
212494_at,TENC1,tensin like C1 domain containing phosphatase (tensin 2),2.72922079,2.163150315,NA
203751_x_at,JUND,jun D proto-oncogene,2.726835617,1.892094104,NA
58994_at,CC2D1A,coiled-coil and C2 domain containing 1A,2.726496941,1.575666565,NA
242859_at,---,---,2.723422726,4.341190796,NA
213089_at,LOC100272216,hypothetical LOC100272216,2.712545016,4.749649227,NA
210237_at,ARTN,artemin,2.708271123,1.698893927,NA
215178_x_at,NAAA,N-acylethanolamine acid amidase,2.707361046,2.061313018,NA
210628_x_at,LTBP4,latent transforming growth factor beta binding protein 4,2.701487611,1.552662169,NA
1569540_at,---,---,2.699900675,6.090023453,NA
210469_at,DLG5,"discs, large homolog 5 (Drosophila)",2.687811233,3.440457704,NA
243834_at,TNRC6A,trinucleotide repeat containing 6A,2.686552546,2.583792094,NA
233314_at,PTEN,phosphatase and tensin homolog,2.683214704,7.722323933,NA
206390_x_at,PF4,platelet factor 4,2.675783786,2.344614684,NA
238610_s_at,---,---,2.659641899,4.50674402,NA
200784_s_at,LRP1,low density lipoprotein receptor-related protein 1,2.658239521,2.599016854,NA
203419_at,MLL4,myeloid/lymphoid or mixed-lineage leukemia 4,2.647866697,1.580590198,NA
227142_at,PLEKHG5,"pleckstrin homology domain containing, family G (with RhoGef domain) member 5",2.646808144,1.585375544,NA
1561749_at,---,---,2.642012064,2.002654691,NA
225981_at,C17orf28,chromosome 17 open reading frame 28,2.638185439,1.700888526,NA
214740_at,POLR2J /// POLR2J2 /// POLR2J3,"polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa /// polymerase (RNA) II (DNA directed) polypeptide J2 /// polymerase (RNA) II (DNA directed) polypeptide J3",2.633404185,2.05912321,NA
225969_at,ALKBH6,"alkB, alkylation repair homolog 6 (E. coli)",2.633397941,1.769733034,NA
223462_at,TMEM175,transmembrane protein 175,2.625706425,1.652938265,NA
1558976_x_at,FAM100A,"family with sequence similarity 100, member A",2.620059978,1.638658448,NA
239071_at,RBBP4,Retinoblastoma binding protein 4,2.618723432,3.128330479,NA
201102_s_at,PFKL,"phosphofructokinase, liver",2.611943907,1.657017285,NA
220035_at,NUP210,nucleoporin 210kDa,2.60978428,1.991656476,NA
209552_at,PAX8,paired box 8,2.609094471,1.676887397,NA
230172_at,IFI27L1,"interferon, alpha-inducible protein 27-like 1",2.607303896,1.750963171,NA
206649_s_at,TFE3,transcription factor binding to IGHM enhancer 3,2.604767014,1.796924641,NA
230840_at,LOC388588,hypothetical protein LOC388588,2.603137409,1.541500234,NA
218920_at,FAM193B,"family with sequence similarity 193, member B",2.601386138,1.822590908,NA
201596_x_at,KRT18,keratin 18,2.592423385,1.648588023,NA
219332_at,MICALL2,MICAL-like 2,2.583609748,1.645756687,NA
212359_s_at,KIAA0913,KIAA0913,2.582671215,2.353477604,NA
214295_at,KIAA0485,hypothetical LOC57235,2.571433386,9.47953406,NA
221519_at,FBXW4,F-box and WD repeat domain containing 4,2.569365412,1.587171266,NA
229840_at,IQSEC2,IQ motif and Sec7 domain 2,2.569110701,1.753507975,NA
201702_s_at,PPP1R10,"protein phosphatase 1, regulatory (inhibitor) subunit 10",2.563958687,2.807046016,NA
212952_at,LOC100507328,hypothetical LOC100507328,2.563216213,3.742029847,NA
226377_at,---,---,2.557726528,2.888039018,NA
45526_g_at,NAT15,"N-acetyltransferase 15 (GCN5-related, putative)",2.552642307,1.777244672,NA
230717_at,LCN12,lipocalin 12,2.547315918,1.780099374,NA
216784_at,---,---,2.533916653,1.876974563,NA
210036_s_at,KCNH2,"potassium voltage-gated channel, subfamily H (eag-related), member 2",2.531922877,1.606147959,NA
1558412_at,LOC113230,hypothetical LOC113230,2.530232743,1.772460485,NA
217593_at,ZSCAN18,zinc finger and SCAN domain containing 18,2.522802003,2.368323698,NA
238672_at,---,---,2.513252212,2.028695737,NA
215778_x_at,HAB1,B1 for mucin,2.505083803,2.216711047,NA
233734_s_at,OSBPL5,oxysterol binding protein-like 5,2.501507157,1.774948489,NA
223915_at,BCOR,BCL6 corepressor,2.501506338,2.835093004,NA
214209_s_at,ABCB9,"ATP-binding cassette, sub-family B (MDR/TAP), member 9",2.493993973,2.055106776,NA
219423_x_at,TNFRSF25,"tumor necrosis factor receptor superfamily, member 25",2.493807941,1.855733077,NA
1556814_a_at,---,---,2.487888547,1.919084057,NA
208871_at,ATN1,atrophin 1,2.481964416,2.304726652,NA
